image;label
ISIC_0014912;1
ISIC_0014919;1
ISIC_0014920;1
ISIC_0014922;1
ISIC_0014928;1
ISIC_0014931;1
ISIC_0014932;1
ISIC_0014946;1
ISIC_0014951;1
ISIC_0014963;1
ISIC_0014975;1
ISIC_0014979;1
ISIC_0014982;1
ISIC_0014983;1
ISIC_0014985;1
ISIC_0014987;1
ISIC_0015005;1
ISIC_0015041;1
ISIC_0015046;1
ISIC_0015050;1
ISIC_0015071;1
ISIC_0015079;1
ISIC_0015082;1
ISIC_0015109;1
ISIC_0015110;1
ISIC_0015115;1
ISIC_0015124;1
ISIC_0015127;1
ISIC_0015132;1
ISIC_0015133;1
ISIC_0015136;1
ISIC_0015142;1
ISIC_0015156;1
ISIC_0015163;1
ISIC_0015166;1
ISIC_0015167;1
ISIC_0015180;1
ISIC_0015185;1
ISIC_0015189;1
ISIC_0015190;1
ISIC_0015193;1
ISIC_0015200;1
ISIC_0015204;1
ISIC_0015206;1
ISIC_0015219;1
ISIC_0015229;1
ISIC_0015243;1
ISIC_0015251;1
ISIC_0015256;1
ISIC_0015284;1
